Concentration,Concentration [ug/mL],Time_min,RFU_Interpolated
2.5 ug/mL,2.5,24.9,14820.395082337538
2.5 ug/mL,2.5,24.93,14820.395082337538
2.5 ug/mL,2.5,24.96,14820.395082337538
2.5 ug/mL,2.5,24.99,14820.395082337538
2.5 ug/mL,2.5,25.02,14820.395082337538
2.5 ug/mL,2.5,25.05,14820.395082337538
2.5 ug/mL,2.5,25.08,14820.395082337538
2.5 ug/mL,2.5,25.11,14820.395082337538
2.5 ug/mL,2.5,25.14,14820.395082337538
2.5 ug/mL,2.5,25.169999999999998,14820.395082337538
2.5 ug/mL,2.5,25.2,14820.395082337538
2.5 ug/mL,2.5,25.23,14820.395082337538
2.5 ug/mL,2.5,25.259999999999998,14820.395082337538
2.5 ug/mL,2.5,25.29,14820.395082337538
2.5 ug/mL,2.5,25.32,14820.395082337538
2.5 ug/mL,2.5,25.349999999999998,14820.395082337538
2.5 ug/mL,2.5,25.38,14820.395082337538
2.5 ug/mL,2.5,25.41,14820.395082337538
2.5 ug/mL,2.5,25.439999999999998,14820.395082337538
2.5 ug/mL,2.5,25.47,14820.395082337538
2.5 ug/mL,2.5,25.5,14820.395082337538
2.5 ug/mL,2.5,25.529999999999998,14820.395082337538
2.5 ug/mL,2.5,25.56,14820.395082337538
2.5 ug/mL,2.5,25.59,14820.395082337538
2.5 ug/mL,2.5,25.619999999999997,14820.395082337538
2.5 ug/mL,2.5,25.65,14820.395082337538
2.5 ug/mL,2.5,25.68,14820.395082337538
2.5 ug/mL,2.5,25.709999999999997,14820.395082337538
2.5 ug/mL,2.5,25.74,14820.395082337538
2.5 ug/mL,2.5,25.77,14820.395082337538
2.5 ug/mL,2.5,25.8,14820.395082337538
2.5 ug/mL,2.5,25.83,14820.395082337538
2.5 ug/mL,2.5,25.86,14820.395082337538
2.5 ug/mL,2.5,25.89,14820.395082337538
2.5 ug/mL,2.5,25.919999999999998,14820.395082337538
2.5 ug/mL,2.5,25.95,14820.395082337538
2.5 ug/mL,2.5,25.98,14820.395082337538
2.5 ug/mL,2.5,26.009999999999998,14820.395082337538
2.5 ug/mL,2.5,26.04,14820.395082337538
2.5 ug/mL,2.5,26.07,14820.395082337538
2.5 ug/mL,2.5,26.099999999999998,14820.395082337538
2.5 ug/mL,2.5,26.13,14820.395082337538
2.5 ug/mL,2.5,26.16,14820.395082337538
2.5 ug/mL,2.5,26.189999999999998,14820.395082337538
2.5 ug/mL,2.5,26.22,14820.395082337538
2.5 ug/mL,2.5,26.25,14820.395082337538
2.5 ug/mL,2.5,26.279999999999998,14820.395082337538
2.5 ug/mL,2.5,26.31,14820.395082337538
2.5 ug/mL,2.5,26.34,14820.395082337538
2.5 ug/mL,2.5,26.369999999999997,14820.395082337538
2.5 ug/mL,2.5,26.4,14820.395082337538
2.5 ug/mL,2.5,26.43,14820.395082337538
2.5 ug/mL,2.5,26.459999999999997,14820.395082337538
2.5 ug/mL,2.5,26.49,14820.395082337538
2.5 ug/mL,2.5,26.52,14820.395082337538
2.5 ug/mL,2.5,26.55,14820.395082337538
2.5 ug/mL,2.5,26.58,14820.395082337538
2.5 ug/mL,2.5,26.61,14820.395082337538
2.5 ug/mL,2.5,26.64,14820.395082337538
2.5 ug/mL,2.5,26.669999999999998,14820.395082337538
2.5 ug/mL,2.5,26.7,14820.395082337538
2.5 ug/mL,2.5,26.73,14820.395082337538
2.5 ug/mL,2.5,26.759999999999998,14820.395082337538
2.5 ug/mL,2.5,26.79,14820.395082337538
2.5 ug/mL,2.5,26.82,14820.395082337538
2.5 ug/mL,2.5,26.849999999999998,14820.395082337538
2.5 ug/mL,2.5,26.88,14820.395082337538
2.5 ug/mL,2.5,26.91,14820.395082337538
2.5 ug/mL,2.5,26.939999999999998,14820.395082337538
2.5 ug/mL,2.5,26.97,14820.395082337538
2.5 ug/mL,2.5,27.0,14820.395082337538
2.5 ug/mL,2.5,27.029999999999998,14820.395082337538
2.5 ug/mL,2.5,27.06,14820.395082337538
2.5 ug/mL,2.5,27.09,14820.395082337538
2.5 ug/mL,2.5,27.119999999999997,14820.395082337538
2.5 ug/mL,2.5,27.15,14820.395082337538
2.5 ug/mL,2.5,27.18,14820.395082337538
2.5 ug/mL,2.5,27.209999999999997,14820.395082337538
2.5 ug/mL,2.5,27.24,14820.395082337538
2.5 ug/mL,2.5,27.27,14820.395082337538
2.5 ug/mL,2.5,27.3,14820.395082337538
2.5 ug/mL,2.5,27.33,14820.395082337538
2.5 ug/mL,2.5,27.36,14820.395082337538
2.5 ug/mL,2.5,27.39,14820.395082337538
2.5 ug/mL,2.5,27.419999999999998,14820.395082337538
2.5 ug/mL,2.5,27.45,14820.395082337538
2.5 ug/mL,2.5,27.48,14820.395082337538
2.5 ug/mL,2.5,27.509999999999998,14820.395082337538
2.5 ug/mL,2.5,27.54,14820.395082337538
2.5 ug/mL,2.5,27.57,14820.395082337538
2.5 ug/mL,2.5,27.599999999999998,14820.395082337538
2.5 ug/mL,2.5,27.63,14820.395082337538
2.5 ug/mL,2.5,27.66,14820.395082337538
2.5 ug/mL,2.5,27.689999999999998,14820.395082337538
2.5 ug/mL,2.5,27.72,14820.395082337538
2.5 ug/mL,2.5,27.75,14820.395082337538
2.5 ug/mL,2.5,27.779999999999998,14820.395082337538
2.5 ug/mL,2.5,27.81,14820.395082337538
2.5 ug/mL,2.5,27.84,14820.395082337538
2.5 ug/mL,2.5,27.869999999999997,14820.395082337538
2.5 ug/mL,2.5,27.9,14820.395082337538
2.5 ug/mL,2.5,27.93,14820.395082337538
2.5 ug/mL,2.5,27.959999999999997,14820.395082337538
2.5 ug/mL,2.5,27.99,14820.395082337538
2.5 ug/mL,2.5,28.02,14820.395082337538
2.5 ug/mL,2.5,28.05,14820.395082337538
2.5 ug/mL,2.5,28.08,14820.395082337538
2.5 ug/mL,2.5,28.11,14820.395082337538
2.5 ug/mL,2.5,28.14,14820.395082337538
2.5 ug/mL,2.5,28.169999999999998,14820.395082337538
2.5 ug/mL,2.5,28.2,14820.395082337538
2.5 ug/mL,2.5,28.23,14820.395082337538
2.5 ug/mL,2.5,28.259999999999998,14820.395082337538
2.5 ug/mL,2.5,28.29,14820.395082337538
2.5 ug/mL,2.5,28.32,14820.395082337538
2.5 ug/mL,2.5,28.349999999999998,14820.395082337538
2.5 ug/mL,2.5,28.38,14820.395082337538
2.5 ug/mL,2.5,28.41,14820.395082337538
2.5 ug/mL,2.5,28.439999999999998,14820.395082337538
2.5 ug/mL,2.5,28.47,14820.395082337538
2.5 ug/mL,2.5,28.5,14820.395082337538
2.5 ug/mL,2.5,28.529999999999998,14820.395082337538
2.5 ug/mL,2.5,28.56,14820.395082337538
2.5 ug/mL,2.5,28.59,14820.395082337538
2.5 ug/mL,2.5,28.619999999999997,14820.395082337538
2.5 ug/mL,2.5,28.65,14820.395082337538
2.5 ug/mL,2.5,28.68,14820.395082337538
2.5 ug/mL,2.5,28.709999999999997,14820.395082337538
2.5 ug/mL,2.5,28.74,14820.395082337538
2.5 ug/mL,2.5,28.77,14820.395082337538
2.5 ug/mL,2.5,28.799999999999997,14820.395082337538
2.5 ug/mL,2.5,28.83,14820.395082337538
2.5 ug/mL,2.5,28.86,14820.395082337538
2.5 ug/mL,2.5,28.89,14820.395082337538
2.5 ug/mL,2.5,28.919999999999998,14820.395082337538
2.5 ug/mL,2.5,28.95,14820.395082337538
2.5 ug/mL,2.5,28.98,14820.395082337538
2.5 ug/mL,2.5,29.009999999999998,14820.395082337538
2.5 ug/mL,2.5,29.04,14820.395082337538
2.5 ug/mL,2.5,29.07,14820.395082337538
2.5 ug/mL,2.5,29.099999999999998,14820.395082337538
2.5 ug/mL,2.5,29.13,14820.395082337538
2.5 ug/mL,2.5,29.16,14820.395082337538
2.5 ug/mL,2.5,29.189999999999998,14820.395082337538
2.5 ug/mL,2.5,29.22,14820.395082337538
2.5 ug/mL,2.5,29.25,14820.395082337538
2.5 ug/mL,2.5,29.279999999999998,14820.395082337538
2.5 ug/mL,2.5,29.31,14820.395082337538
2.5 ug/mL,2.5,29.34,14820.395082337538
2.5 ug/mL,2.5,29.369999999999997,14820.395082337538
2.5 ug/mL,2.5,29.4,14820.395082337538
2.5 ug/mL,2.5,29.43,14820.395082337538
2.5 ug/mL,2.5,29.459999999999997,14820.395082337538
2.5 ug/mL,2.5,29.49,14820.395082337538
2.5 ug/mL,2.5,29.52,14820.395082337538
2.5 ug/mL,2.5,29.549999999999997,14820.395082337538
2.5 ug/mL,2.5,29.58,14820.395082337538
2.5 ug/mL,2.5,29.61,14820.395082337538
2.5 ug/mL,2.5,29.64,14820.395082337538
2.5 ug/mL,2.5,29.669999999999998,14820.395082337538
2.5 ug/mL,2.5,29.7,14820.395082337538
2.5 ug/mL,2.5,29.73,14820.395082337538
2.5 ug/mL,2.5,29.759999999999998,14820.395082337538
2.5 ug/mL,2.5,29.79,14820.395082337538
2.5 ug/mL,2.5,29.82,14820.395082337538
2.5 ug/mL,2.5,29.849999999999998,14820.395082337538
2.5 ug/mL,2.5,29.88,14820.395082337538
2.5 ug/mL,2.5,29.91,14820.395082337538
2.5 ug/mL,2.5,29.939999999999998,14820.395082337538
2.5 ug/mL,2.5,29.97,14820.395082337538
2.5 ug/mL,2.5,30.0,14820.395082337538
5.0 ug/mL,5.0,0.0,-1.1053292028222006
5.0 ug/mL,5.0,0.03,3465.2218858449482
5.0 ug/mL,5.0,0.06,6181.345436879414
5.0 ug/mL,5.0,0.09,8309.628973545583
5.0 ug/mL,5.0,0.12,9977.296414785187
5.0 ug/mL,5.0,0.15,11284.03710354092
5.0 ug/mL,5.0,0.18,12307.965007524312
5.0 ug/mL,5.0,0.21,13110.288193430555
5.0 ug/mL,5.0,0.24,13738.967705082176
5.0 ug/mL,5.0,0.27,14231.58456486305
5.0 ug/mL,5.0,0.3,14617.586281226988
5.0 ug/mL,5.0,0.32999999999999996,14920.047153358291
5.0 ug/mL,5.0,0.36,15157.047599968158
5.0 ug/mL,5.0,0.39,15342.754965345628
5.0 ug/mL,5.0,0.42,15488.270410775196
5.0 ug/mL,5.0,0.44999999999999996,15602.292516551805
5.0 ug/mL,5.0,0.48,15691.637263202943
5.0 ug/mL,5.0,0.51,15761.645475205234
5.0 ug/mL,5.0,0.54,15816.502083248399
5.0 ug/mL,5.0,0.57,15859.486289814095
5.0 ug/mL,5.0,0.6,15893.167592395335
5.0 ug/mL,5.0,0.63,15919.559382175968
5.0 ug/mL,5.0,0.6599999999999999,15940.239299947709
5.0 ug/mL,5.0,0.69,15956.44354386601
5.0 ug/mL,5.0,0.72,15969.140766546585
5.0 ug/mL,5.0,0.75,15979.089978901877
5.0 ug/mL,5.0,0.78,15986.885922076297
5.0 ug/mL,5.0,0.8099999999999999,15992.99461971068
5.0 ug/mL,5.0,0.84,15997.781235768989
5.0 ug/mL,5.0,0.87,16001.531903204335
5.0 ug/mL,5.0,0.8999999999999999,16004.470828332065
5.0 ug/mL,5.0,0.9299999999999999,16006.773693370169
5.0 ug/mL,5.0,0.96,16008.578158320184
5.0 ug/mL,5.0,0.99,16009.992089967054
5.0 ug/mL,5.0,1.02,16011.10000990864
5.0 ug/mL,5.0,1.05,16011.968147063417
5.0 ug/mL,5.0,1.08,16012.648396683646
5.0 ug/mL,5.0,1.1099999999999999,16013.181422534772
5.0 ug/mL,5.0,1.14,16013.599087682273
5.0 ug/mL,5.0,1.17,16013.926359192776
5.0 ug/mL,5.0,1.2,16014.182800608174
5.0 ug/mL,5.0,1.23,16014.383741409378
5.0 ug/mL,5.0,1.26,16014.5411933776
5.0 ug/mL,5.0,1.29,16014.664568631151
5.0 ug/mL,5.0,1.3199999999999998,16014.761242260325
5.0 ug/mL,5.0,1.3499999999999999,16014.836993193423
5.0 ug/mL,5.0,1.38,16014.89634964786
5.0 ug/mL,5.0,1.41,16014.942859816632
5.0 ug/mL,5.0,1.44,16014.979303971191
5.0 ug/mL,5.0,1.47,16015.007860659682
5.0 ug/mL,5.0,1.5,16015.030236935592
5.0 ug/mL,5.0,1.53,16015.04777040148
5.0 ug/mL,5.0,1.56,16015.061509167806
5.0 ug/mL,5.0,1.5899999999999999,16015.072274506585
5.0 ug/mL,5.0,1.6199999999999999,16015.080709945129
5.0 ug/mL,5.0,1.65,16015.087319734645
5.0 ug/mL,5.0,1.68,16015.092498993226
5.0 ug/mL,5.0,1.71,16015.096557325098
5.0 ug/mL,5.0,1.74,16015.099737328048
5.0 ug/mL,5.0,1.77,16015.102229095379
5.0 ug/mL,5.0,1.7999999999999998,16015.104181579234
5.0 ug/mL,5.0,1.8299999999999998,16015.105711494632
5.0 ug/mL,5.0,1.8599999999999999,16015.106910296416
5.0 ug/mL,5.0,1.89,16015.10784964621
5.0 ug/mL,5.0,1.92,16015.108585696194
5.0 ug/mL,5.0,1.95,16015.109162445757
5.0 ug/mL,5.0,1.98,16015.109614371664
5.0 ug/mL,5.0,2.01,16015.10996848901
5.0 ug/mL,5.0,2.04,16015.110245966123
5.0 ug/mL,5.0,2.07,16015.110463389947
5.0 ug/mL,5.0,2.1,16015.110633757582
5.0 ug/mL,5.0,2.13,16015.110767253216
5.0 ug/mL,5.0,2.16,16015.110871856908
5.0 ug/mL,5.0,2.19,16015.110953821635
5.0 ug/mL,5.0,2.2199999999999998,16015.111018047053
5.0 ug/mL,5.0,2.25,16015.111068372418
5.0 ug/mL,5.0,2.28,16015.11110780606
5.0 ug/mL,5.0,2.31,16015.111138705231
5.0 ug/mL,5.0,2.34,16015.111162917017
5.0 ug/mL,5.0,2.37,16015.111181888738
5.0 ug/mL,5.0,2.4,16015.111196754488
5.0 ug/mL,5.0,2.4299999999999997,16015.111208402897
5.0 ug/mL,5.0,2.46,16015.11121753029
5.0 ug/mL,5.0,2.4899999999999998,16015.111224682274
5.0 ug/mL,5.0,2.52,16015.111230286384
5.0 ug/mL,5.0,2.55,16015.111234677617
5.0 ug/mL,5.0,2.58,16015.111238118472
5.0 ug/mL,5.0,2.61,16015.11124081464
5.0 ug/mL,5.0,2.6399999999999997,16015.111242927283
5.0 ug/mL,5.0,2.67,16015.111244582697
5.0 ug/mL,5.0,2.6999999999999997,16015.111245879836
5.0 ug/mL,5.0,2.73,16015.11124689624
5.0 ug/mL,5.0,2.76,16015.111247692666
5.0 ug/mL,5.0,2.79,16015.111248316727
5.0 ug/mL,5.0,2.82,16015.111248805724
5.0 ug/mL,5.0,2.85,16015.111249188889
5.0 ug/mL,5.0,2.88,16015.111249489128
5.0 ug/mL,5.0,2.9099999999999997,16015.111249724387
5.0 ug/mL,5.0,2.94,16015.11124990873
5.0 ug/mL,5.0,2.9699999999999998,16015.111250053174
5.0 ug/mL,5.0,3.0,16015.11125016636
5.0 ug/mL,5.0,3.03,16015.111250255048
5.0 ug/mL,5.0,3.06,16015.11125032454
5.0 ug/mL,5.0,3.09,16015.111250378995
5.0 ug/mL,5.0,3.12,16015.111250421663
5.0 ug/mL,5.0,3.15,16015.111250455097
5.0 ug/mL,5.0,3.1799999999999997,16015.111250481294
5.0 ug/mL,5.0,3.21,16015.111250501823
5.0 ug/mL,5.0,3.2399999999999998,16015.111250517908
5.0 ug/mL,5.0,3.27,16015.111250530512
5.0 ug/mL,5.0,3.3,16015.111250540387
5.0 ug/mL,5.0,3.33,16015.111250548127
5.0 ug/mL,5.0,3.36,16015.11125055419
5.0 ug/mL,5.0,3.3899999999999997,16015.111250558943
5.0 ug/mL,5.0,3.42,16015.111250562664
5.0 ug/mL,5.0,3.4499999999999997,16015.111250565582
5.0 ug/mL,5.0,3.48,16015.111250567868
5.0 ug/mL,5.0,3.51,16015.11125056966
5.0 ug/mL,5.0,3.54,16015.111250571063
5.0 ug/mL,5.0,3.57,16015.111250572163
5.0 ug/mL,5.0,3.5999999999999996,16015.111250573023
5.0 ug/mL,5.0,3.63,16015.1112505737
5.0 ug/mL,5.0,3.6599999999999997,16015.11125057423
5.0 ug/mL,5.0,3.69,16015.111250574644
5.0 ug/mL,5.0,3.7199999999999998,16015.11125057497
5.0 ug/mL,5.0,3.75,16015.111250575224
5.0 ug/mL,5.0,3.78,16015.111250575423
5.0 ug/mL,5.0,3.81,16015.11125057558
5.0 ug/mL,5.0,3.84,16015.111250575703
5.0 ug/mL,5.0,3.8699999999999997,16015.111250575797
5.0 ug/mL,5.0,3.9,16015.111250575872
5.0 ug/mL,5.0,3.9299999999999997,16015.111250575932
5.0 ug/mL,5.0,3.96,16015.111250575977
5.0 ug/mL,5.0,3.9899999999999998,16015.111250576014
5.0 ug/mL,5.0,4.02,16015.111250576041
5.0 ug/mL,5.0,4.05,16015.111250576065
5.0 ug/mL,5.0,4.08,16015.111250576083
5.0 ug/mL,5.0,4.109999999999999,16015.111250576096
5.0 ug/mL,5.0,4.14,16015.111250576105
5.0 ug/mL,5.0,4.17,16015.111250576114
5.0 ug/mL,5.0,4.2,16015.111250576121
5.0 ug/mL,5.0,4.2299999999999995,16015.111250576127
5.0 ug/mL,5.0,4.26,16015.11125057613
5.0 ug/mL,5.0,4.29,16015.111250576134
5.0 ug/mL,5.0,4.32,16015.111250576136
5.0 ug/mL,5.0,4.35,16015.111250576138
5.0 ug/mL,5.0,4.38,16015.11125057614
5.0 ug/mL,5.0,4.41,16015.111250576141
5.0 ug/mL,5.0,4.4399999999999995,16015.111250576141
5.0 ug/mL,5.0,4.47,16015.111250576143
5.0 ug/mL,5.0,4.5,16015.111250576143
5.0 ug/mL,5.0,4.53,16015.111250576143
5.0 ug/mL,5.0,4.56,16015.111250576143
5.0 ug/mL,5.0,4.59,16015.111250576143
5.0 ug/mL,5.0,4.62,16015.111250576145
5.0 ug/mL,5.0,4.6499999999999995,16015.111250576145
5.0 ug/mL,5.0,4.68,16015.111250576145
5.0 ug/mL,5.0,4.71,16015.111250576145
5.0 ug/mL,5.0,4.74,16015.111250576145
5.0 ug/mL,5.0,4.77,16015.111250576145
5.0 ug/mL,5.0,4.8,16015.111250576145
5.0 ug/mL,5.0,4.83,16015.111250576145
5.0 ug/mL,5.0,4.859999999999999,16015.111250576145
5.0 ug/mL,5.0,4.89,16015.111250576145
5.0 ug/mL,5.0,4.92,16015.111250576145
5.0 ug/mL,5.0,4.95,16015.111250576145
5.0 ug/mL,5.0,4.9799999999999995,16015.111250576145
5.0 ug/mL,5.0,5.01,16015.111250576145
5.0 ug/mL,5.0,5.04,16015.111250576145
5.0 ug/mL,5.0,5.069999999999999,16015.111250576145
5.0 ug/mL,5.0,5.1,16015.111250576145
5.0 ug/mL,5.0,5.13,16015.111250576145
5.0 ug/mL,5.0,5.16,16015.111250576145
5.0 ug/mL,5.0,5.1899999999999995,16015.111250576145
5.0 ug/mL,5.0,5.22,16015.111250576145
5.0 ug/mL,5.0,5.25,16015.111250576145
5.0 ug/mL,5.0,5.279999999999999,16015.111250576145
5.0 ug/mL,5.0,5.31,16015.111250576145
5.0 ug/mL,5.0,5.34,16015.111250576145
5.0 ug/mL,5.0,5.37,16015.111250576145
5.0 ug/mL,5.0,5.3999999999999995,16015.111250576145
5.0 ug/mL,5.0,5.43,16015.111250576145
5.0 ug/mL,5.0,5.46,16015.111250576145
5.0 ug/mL,5.0,5.49,16015.111250576145
5.0 ug/mL,5.0,5.52,16015.111250576145
5.0 ug/mL,5.0,5.55,16015.111250576145
5.0 ug/mL,5.0,5.58,16015.111250576145
5.0 ug/mL,5.0,5.609999999999999,16015.111250576145
5.0 ug/mL,5.0,5.64,16015.111250576145
5.0 ug/mL,5.0,5.67,16015.111250576145
5.0 ug/mL,5.0,5.7,16015.111250576145
5.0 ug/mL,5.0,5.7299999999999995,16015.111250576145
5.0 ug/mL,5.0,5.76,16015.111250576145
5.0 ug/mL,5.0,5.79,16015.111250576145
5.0 ug/mL,5.0,5.819999999999999,16015.111250576145
5.0 ug/mL,5.0,5.85,16015.111250576145
5.0 ug/mL,5.0,5.88,16015.111250576145
5.0 ug/mL,5.0,5.91,16015.111250576145
5.0 ug/mL,5.0,5.9399999999999995,16015.111250576145
5.0 ug/mL,5.0,5.97,16015.111250576145
5.0 ug/mL,5.0,6.0,16015.111250576145
5.0 ug/mL,5.0,6.029999999999999,16015.111250576145
5.0 ug/mL,5.0,6.06,16015.111250576145
5.0 ug/mL,5.0,6.09,16015.111250576145
5.0 ug/mL,5.0,6.12,16015.111250576145
5.0 ug/mL,5.0,6.1499999999999995,16015.111250576145
5.0 ug/mL,5.0,6.18,16015.111250576145
5.0 ug/mL,5.0,6.21,16015.111250576145
5.0 ug/mL,5.0,6.24,16015.111250576145
5.0 ug/mL,5.0,6.27,16015.111250576145
5.0 ug/mL,5.0,6.3,16015.111250576145
5.0 ug/mL,5.0,6.33,16015.111250576145
5.0 ug/mL,5.0,6.359999999999999,16015.111250576145
5.0 ug/mL,5.0,6.39,16015.111250576145
5.0 ug/mL,5.0,6.42,16015.111250576145
5.0 ug/mL,5.0,6.45,16015.111250576145
5.0 ug/mL,5.0,6.4799999999999995,16015.111250576145
5.0 ug/mL,5.0,6.51,16015.111250576145
5.0 ug/mL,5.0,6.54,16015.111250576145
5.0 ug/mL,5.0,6.569999999999999,16015.111250576145
5.0 ug/mL,5.0,6.6,16015.111250576145
5.0 ug/mL,5.0,6.63,16015.111250576145
5.0 ug/mL,5.0,6.66,16015.111250576145
5.0 ug/mL,5.0,6.6899999999999995,16015.111250576145
5.0 ug/mL,5.0,6.72,16015.111250576145
5.0 ug/mL,5.0,6.75,16015.111250576145
5.0 ug/mL,5.0,6.779999999999999,16015.111250576145
5.0 ug/mL,5.0,6.81,16015.111250576145
5.0 ug/mL,5.0,6.84,16015.111250576145
5.0 ug/mL,5.0,6.87,16015.111250576145
5.0 ug/mL,5.0,6.8999999999999995,16015.111250576145
5.0 ug/mL,5.0,6.93,16015.111250576145
5.0 ug/mL,5.0,6.96,16015.111250576145
5.0 ug/mL,5.0,6.989999999999999,16015.111250576145
5.0 ug/mL,5.0,7.02,16015.111250576145
5.0 ug/mL,5.0,7.05,16015.111250576145
5.0 ug/mL,5.0,7.08,16015.111250576145
5.0 ug/mL,5.0,7.109999999999999,16015.111250576145
5.0 ug/mL,5.0,7.14,16015.111250576145
5.0 ug/mL,5.0,7.17,16015.111250576145
5.0 ug/mL,5.0,7.199999999999999,16015.111250576145
5.0 ug/mL,5.0,7.2299999999999995,16015.111250576145
5.0 ug/mL,5.0,7.26,16015.111250576145
5.0 ug/mL,5.0,7.29,16015.111250576145
5.0 ug/mL,5.0,7.319999999999999,16015.111250576145
5.0 ug/mL,5.0,7.35,16015.111250576145
5.0 ug/mL,5.0,7.38,16015.111250576145
5.0 ug/mL,5.0,7.41,16015.111250576145
5.0 ug/mL,5.0,7.4399999999999995,16015.111250576145
5.0 ug/mL,5.0,7.47,16015.111250576145
5.0 ug/mL,5.0,7.5,16015.111250576145
5.0 ug/mL,5.0,7.529999999999999,16015.111250576145
5.0 ug/mL,5.0,7.56,16015.111250576145
5.0 ug/mL,5.0,7.59,16015.111250576145
5.0 ug/mL,5.0,7.62,16015.111250576145
5.0 ug/mL,5.0,7.6499999999999995,16015.111250576145
5.0 ug/mL,5.0,7.68,16015.111250576145
5.0 ug/mL,5.0,7.71,16015.111250576145
5.0 ug/mL,5.0,7.739999999999999,16015.111250576145
5.0 ug/mL,5.0,7.77,16015.111250576145
5.0 ug/mL,5.0,7.8,16015.111250576145
5.0 ug/mL,5.0,7.83,16015.111250576145
5.0 ug/mL,5.0,7.859999999999999,16015.111250576145
5.0 ug/mL,5.0,7.89,16015.111250576145
5.0 ug/mL,5.0,7.92,16015.111250576145
5.0 ug/mL,5.0,7.949999999999999,16015.111250576145
5.0 ug/mL,5.0,7.9799999999999995,16015.111250576145
5.0 ug/mL,5.0,8.01,16015.111250576145
5.0 ug/mL,5.0,8.04,16015.111250576145
5.0 ug/mL,5.0,8.07,16015.111250576145
5.0 ug/mL,5.0,8.1,16015.111250576145
5.0 ug/mL,5.0,8.129999999999999,16015.111250576145
5.0 ug/mL,5.0,8.16,16015.111250576145
5.0 ug/mL,5.0,8.19,16015.111250576145
5.0 ug/mL,5.0,8.219999999999999,16015.111250576145
5.0 ug/mL,5.0,8.25,16015.111250576145
5.0 ug/mL,5.0,8.28,16015.111250576145
5.0 ug/mL,5.0,8.31,16015.111250576145
5.0 ug/mL,5.0,8.34,16015.111250576145
5.0 ug/mL,5.0,8.37,16015.111250576145
5.0 ug/mL,5.0,8.4,16015.111250576145
5.0 ug/mL,5.0,8.43,16015.111250576145
5.0 ug/mL,5.0,8.459999999999999,16015.111250576145
5.0 ug/mL,5.0,8.49,16015.111250576145
5.0 ug/mL,5.0,8.52,16015.111250576145
5.0 ug/mL,5.0,8.549999999999999,16015.111250576145
5.0 ug/mL,5.0,8.58,16015.111250576145
5.0 ug/mL,5.0,8.61,16015.111250576145
5.0 ug/mL,5.0,8.64,16015.111250576145
5.0 ug/mL,5.0,8.67,16015.111250576145
5.0 ug/mL,5.0,8.7,16015.111250576145
5.0 ug/mL,5.0,8.73,16015.111250576145
5.0 ug/mL,5.0,8.76,16015.111250576145
5.0 ug/mL,5.0,8.79,16015.111250576145
5.0 ug/mL,5.0,8.82,16015.111250576145
5.0 ug/mL,5.0,8.85,16015.111250576145
5.0 ug/mL,5.0,8.879999999999999,16015.111250576145
5.0 ug/mL,5.0,8.91,16015.111250576145
5.0 ug/mL,5.0,8.94,16015.111250576145
5.0 ug/mL,5.0,8.969999999999999,16015.111250576145
5.0 ug/mL,5.0,9.0,16015.111250576145
5.0 ug/mL,5.0,9.03,16015.111250576145
5.0 ug/mL,5.0,9.06,16015.111250576145
5.0 ug/mL,5.0,9.09,16015.111250576145
5.0 ug/mL,5.0,9.12,16015.111250576145
5.0 ug/mL,5.0,9.15,16015.111250576145
5.0 ug/mL,5.0,9.18,16015.111250576145
5.0 ug/mL,5.0,9.209999999999999,16015.111250576145
5.0 ug/mL,5.0,9.24,16015.111250576145
5.0 ug/mL,5.0,9.27,16015.111250576145
5.0 ug/mL,5.0,9.299999999999999,16015.111250576145
5.0 ug/mL,5.0,9.33,16015.111250576145
5.0 ug/mL,5.0,9.36,16015.111250576145
5.0 ug/mL,5.0,9.389999999999999,16015.111250576145
5.0 ug/mL,5.0,9.42,16015.111250576145
5.0 ug/mL,5.0,9.45,16015.111250576145
5.0 ug/mL,5.0,9.48,16015.111250576145
5.0 ug/mL,5.0,9.51,16015.111250576145
5.0 ug/mL,5.0,9.54,16015.111250576145
5.0 ug/mL,5.0,9.57,16015.111250576145
5.0 ug/mL,5.0,9.6,16015.111250576145
5.0 ug/mL,5.0,9.629999999999999,16015.111250576145
5.0 ug/mL,5.0,9.66,16015.111250576145
5.0 ug/mL,5.0,9.69,16015.111250576145
5.0 ug/mL,5.0,9.719999999999999,16015.111250576145
5.0 ug/mL,5.0,9.75,16015.111250576145
5.0 ug/mL,5.0,9.78,16015.111250576145
5.0 ug/mL,5.0,9.81,16015.111250576145
5.0 ug/mL,5.0,9.84,16015.111250576145
5.0 ug/mL,5.0,9.87,16015.111250576145
5.0 ug/mL,5.0,9.9,16015.111250576145
5.0 ug/mL,5.0,9.93,16015.111250576145
5.0 ug/mL,5.0,9.959999999999999,16015.111250576145
5.0 ug/mL,5.0,9.99,16015.111250576145
5.0 ug/mL,5.0,10.02,16015.111250576145
5.0 ug/mL,5.0,10.049999999999999,16015.111250576145
5.0 ug/mL,5.0,10.08,16015.111250576145
5.0 ug/mL,5.0,10.11,16015.111250576145
5.0 ug/mL,5.0,10.139999999999999,16015.111250576145
5.0 ug/mL,5.0,10.17,16015.111250576145
5.0 ug/mL,5.0,10.2,16015.111250576145
5.0 ug/mL,5.0,10.23,16015.111250576145
5.0 ug/mL,5.0,10.26,16015.111250576145
5.0 ug/mL,5.0,10.29,16015.111250576145
